46,1074
47,1074
48,1074
49,1074
50,1074
51,1074
52,1074
53,1074
54,1074
55,1074
56,1074
57,1074
58,1074
59,1074
60,1074
61,1074
62,1074
63,1074
64,1074
65,1074
66,1074
67,1074
68,1074
69,1074
70,1074
71,1074
72,1074
73,1074
74,1074
75,1074
76,1074
77,1074
78,1074
79,1074
80,1074
81,1074
82,1074
83,1074
84,1074
85,1074
86,1074
87,1074
88,1074
89,1074
90,1074
91,1074
92,1074
93,1074
152,661
153,661
154,661
155,661
156,661
157,661
402,41
403,41
404,41
405,41
406,1213
407,1213
408,1213
409,1213
410,1213
411,1213
412,1213
413,1213
414,1213
415,1213
416,1213
417,1213
418,1213
419,1213
420,1213
421,1213
422,1213
423,1213
424,1213
425,1213
426,1213
427,1213
428,1213
429,1213
430,1213
431,1213
432,1213
433,1213
434,1213
435,1213
436,1213
437,1213
438,1213
439,1213
440,1213
441,1213
442,1213
443,1213
444,1213
445,1213
446,1213
447,1213
448,1213
449,1213
450,1213
451,1213
452,1213
453,1213
454,1213
455,1213
456,1213
457,1213
458,1213
459,1213
460,1213
461,1213
462,1213
463,1213
464,1213
465,1213
466,1213
467,1213
468,1213
469,1213
470,1213
471,1213
472,1213
473,1213
474,1213
475,1213
476,1213
477,1213
478,1213
479,1213
480,1213
481,1213
482,1213
483,1213
484,1213
485,1213
486,1213
487,1213
488,1213
489,1213
490,1213
491,1213
492,1213
493,1213
494,41
495,41
496,41
497,41
498,41
499,41
500,41
501,41
502,41
503,1213
504,1213
505,1213
506,1213
507,1213
508,1213
509,1213
510,1213
511,1213
512,1213
513,1213
514,1213
515,1213
516,1213
517,1213
518,1213
519,1213
520,1213
521,1213
522,1213
523,1213
524,1213
525,1213
526,1213
527,1213
528,1213
529,1213
530,1213
531,1213
532,1213
533,1213
534,1213
535,1213
536,1213
537,41
538,41
539,41
540,41
541,41
542,41
543,41
544,41
545,41
546,41
547,41
548,41
549,1213
550,1213
551,1213
552,1213
553,1213
554,1213
555,1213
556,1213
557,1213
558,1213
559,1213
560,1213
561,1213
562,1213
563,1213
564,1213
565,1213
566,1213
567,1213
568,1213
569,1213
570,1213
571,1213
